Source,Time,date,Hops
185.175.76.130,20.0,14-04,"['192.168.100.1', '172.16.1.1', '192.168.148.89', '192.168.150.60', '192.168.199.137', '192.168.0.254', '10.10.53.93', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
185.175.76.130,20.0,14-04,"['192.168.100.1', '172.16.1.1', '5.202.166.65', '172.17.40.5', '172.16.25.149', '172.16.24.22', '172.16.5.225', '10.201.177.133', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
185.175.76.130,21.0,14-04,"['192.168.100.1', '172.16.1.1', '5.202.166.65', '172.17.40.5', '172.16.25.149', '172.16.24.22', '172.16.5.225', '10.201.177.133', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
185.177.1.126,3.0,14-04,"['192.168.88.1', '192.168.60.249', '91.218.160.1', '91.185.23.34', '10.40.30.10', '10.40.30.9', '72.14.222.222', '108.170.250.130', '216.239.50.132', '209.85.254.6', '172.253.51.239', '8.8.8.8']"
185.177.1.126,5.0,14-04,"['192.168.88.1', '192.168.60.249', '91.218.160.1', '91.185.23.34', '10.40.30.10', '10.40.30.9', '72.14.222.222', '108.170.250.130', '209.85.255.136', '209.85.254.20', '172.253.51.239', '8.8.8.8']"
185.177.1.126,6.0,14-04,"['192.168.88.1', '192.168.60.249', '91.218.160.1', '91.185.23.34', '10.40.30.10', '10.40.30.9', '72.14.222.222', '108.170.250.130', '209.85.255.136', '209.85.254.20', '172.253.51.239', '8.8.8.8']"
185.177.1.126,8.0,14-04,"['192.168.88.1', '192.168.60.249', '91.218.160.1', '91.185.23.34', '10.40.30.10', '10.40.30.9', '72.14.222.222', '108.170.250.130', '209.85.255.136', '209.85.254.20', '172.253.51.239', '8.8.8.8']"
185.177.1.126,9.0,14-04,"['192.168.88.1', '192.168.60.249', '91.218.160.1', '91.185.23.34', '10.40.30.10', '10.40.30.9', '72.14.222.222', '108.170.250.130', '209.85.255.136', '209.85.254.20', '172.253.51.239', '8.8.8.8']"
185.177.1.126,12.0,14-04,"['192.168.88.1', '192.168.60.249', '91.218.160.1', '91.185.23.34', '10.40.30.10', '10.40.30.9', '72.14.222.222', '108.170.250.83', '216.239.50.2', '74.125.253.109', '209.85.251.41', '8.8.8.8']"
185.177.1.126,15.0,14-04,"['192.168.88.1', '192.168.60.249', '91.218.160.1', '91.185.23.34', '10.40.30.10', '10.40.30.9', '72.14.222.222', '108.170.250.130', '209.85.255.136', '209.85.254.20', '172.253.51.239', '8.8.8.8']"
185.185.177.16,3.0,13-04,"['192.168.15.1', '172.16.111.111', '193.227.168.169', '213.175.179.221', '193.227.162.247', '212.36.211.201', '172.16.50.1', '172.16.49.1', '212.73.201.129', '4.69.159.142', '72.14.214.210', '74.125.244.209', '172.253.67.155', '8.8.8.8']"
185.185.177.16,5.0,13-04,"['192.168.8.1', '172.17.17.1', '172.31.1.2', '172.16.111.111', '193.227.168.169', '213.175.179.221', '193.227.162.247', '212.36.211.201', '172.16.50.1', '172.16.49.1', '212.73.201.129', '4.69.159.142', '72.14.214.210', '74.125.244.209', '172.253.67.155', '8.8.8.8']"
185.185.177.16,6.0,13-04,"['192.168.8.1', '172.17.17.1', '172.31.1.2', '172.16.111.111', '193.227.168.169', '213.175.179.221', '193.227.162.247', '212.36.211.201', '172.16.50.1', '172.16.49.1', '212.73.201.129', '4.69.159.142', '72.14.214.210', '74.125.244.209', '172.253.67.155', '8.8.8.8']"
185.185.177.16,8.0,13-04,"['192.168.8.1', '172.17.17.1', '172.31.1.2', '172.16.111.111', '193.227.168.169', '213.175.179.221', '193.227.162.247', '212.36.211.201', '172.16.50.1', '172.16.49.1', '212.73.201.129', '4.69.159.142', '72.14.214.210', '74.125.244.209', '172.253.67.155', '8.8.8.8']"
185.185.177.16,9.0,13-04,"['192.168.8.1', '172.17.17.1', '172.31.1.2', '172.16.111.111', '193.227.168.169', '213.175.179.221', '193.227.162.247', '212.36.211.201', '172.16.50.1', '172.16.49.2', '172.16.49.1', '212.73.201.129', '4.69.159.142', '72.14.214.210', '74.125.244.209', '172.253.67.155', '8.8.8.8']"
185.201.196.20,6.0,15-04,"['185.201.196.17', '149.6.31.33', '154.25.6.177', '154.54.59.193', '154.54.59.182', '154.54.36.253', '130.117.1.117', '130.117.15.86', '195.219.50.190', '108.170.252.65', '209.85.241.75', '8.8.8.8']"
185.201.196.20,8.0,15-04,"['185.201.196.17', '149.6.31.33', '154.25.6.177', '154.54.59.193', '154.54.59.182', '154.54.36.253', '130.117.1.117', '130.117.15.86', '195.219.50.190', '108.170.252.65', '209.85.241.75', '8.8.8.8']"
185.201.196.20,9.0,15-04,"['185.201.196.17', '149.6.31.33', '154.25.6.177', '154.54.59.193', '154.54.59.182', '154.54.36.253', '130.117.1.117', '130.117.15.86', '195.219.50.190', '108.170.252.65', '209.85.241.75', '8.8.8.8']"
185.249.152.111,3.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.13', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,5.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.17', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,6.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.17', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,8.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.17', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,9.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.17', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,11.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.13', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,12.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.13', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,14.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.13', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,15.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.17', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,17.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.13', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,18.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.17', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,20.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.2', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.249.152.111,21.0,13-04,"['192.168.69.1', '185.249.152.66', '185.249.152.2', '185.78.131.26', '185.78.131.34', '78.158.134.222', '78.158.141.189', '78.158.141.141', '108.170.252.1', '216.239.47.247', '8.8.8.8']"
185.39.18.254,3.0,13-04,"['192.168.100.254', '212.1.242.157', '212.1.243.164', '72.14.215.172', '108.170.250.146', '209.85.249.158', '216.239.43.20', '216.239.47.201', '8.8.8.8']"
185.39.18.254,5.0,13-04,"['192.168.100.254', '212.1.242.157', '212.1.243.164', '72.14.215.172', '108.170.250.146', '216.239.50.2', '74.125.253.109', '209.85.251.41', '8.8.8.8']"
185.39.18.254,6.0,13-04,"['192.168.100.254', '212.1.242.157', '212.1.243.164', '72.14.215.172', '108.170.250.146', '216.239.50.2', '74.125.253.109', '209.85.251.41', '8.8.8.8']"
185.47.76.10,15.0,13-04,"['185.47.76.1', '139.97.37.73', '213.192.186.81', '213.192.184.95', '213.192.185.93', '108.170.254.33', '108.170.233.41', '8.8.8.8']"
185.47.76.10,17.0,13-04,"['185.47.76.1', '139.97.37.73', '213.192.186.81', '213.192.184.95', '213.192.185.93', '108.170.254.33', '108.170.233.41', '8.8.8.8']"
185.47.76.10,18.0,13-04,"['185.47.76.1', '77.246.204.249', '80.249.208.247', '108.170.241.161', '108.170.235.135', '8.8.8.8']"
185.54.92.70,15.0,13-04,"['83.247.10.49', '83.247.7.197', '212.45.61.34', '212.45.35.229', '212.45.33.121', '72.14.217.140', '108.170.241.225', '108.170.236.141', '8.8.8.8']"
185.54.92.70,17.0,13-04,"['83.247.7.197', '212.45.61.34', '212.45.35.229', '212.45.33.121', '72.14.217.140', '108.170.241.225', '108.170.236.141', '8.8.8.8']"
185.54.92.70,18.0,13-04,"['83.247.7.197', '212.45.61.34', '212.45.35.229', '212.45.33.121', '72.14.217.140', '108.170.241.225', '108.170.236.141', '8.8.8.8']"
185.65.241.22,3.0,13-04,"['10.214.66.1', '100.64.4.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,5.0,13-04,"['10.214.66.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,6.0,13-04,"['10.214.50.1', '100.64.4.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,8.0,13-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,9.0,13-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,11.0,13-04,"['10.214.42.1', '100.64.4.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,12.0,13-04,"['10.214.66.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,14.0,13-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,15.0,13-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,17.0,13-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,18.0,13-04,"['10.214.50.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,20.0,13-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,21.0,13-04,"['10.214.50.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,0.0,14-04,"['10.214.50.1', '100.64.4.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,3.0,14-04,"['10.214.50.1', '100.64.4.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,5.0,14-04,"['10.214.50.1', '100.64.4.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,6.0,14-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,8.0,14-04,"['10.214.42.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.65.241.22,9.0,14-04,"['10.214.50.1', '129.13.96.36', '129.143.166.144', '129.143.60.115', '129.143.200.61', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
185.70.144.116,18.0,13-04,"['217.9.108.193', '62.214.37.154', '72.14.222.28', '108.170.253.33', '209.85.244.219', '8.8.8.8']"
185.70.144.116,20.0,13-04,"['185.70.144.114', '217.9.108.193', '62.214.37.154', '72.14.222.28', '108.170.253.33', '209.85.244.219', '8.8.8.8']"
185.70.144.116,21.0,13-04,"['185.70.144.114', '217.9.108.193', '62.214.37.154', '72.14.222.28', '108.170.253.33', '209.85.244.219', '8.8.8.8']"
185.84.6.196,15.0,13-04,"['185.84.6.193', '83.141.1.17', '83.141.5.101', '193.189.82.197', '108.170.251.129', '74.125.37.167', '8.8.8.8']"
185.84.6.196,17.0,13-04,"['83.141.1.17', '83.141.5.101', '193.189.82.197', '108.170.251.129', '74.125.37.167', '8.8.8.8']"
185.84.6.196,18.0,13-04,"['83.141.1.17', '83.141.5.101', '193.189.82.197', '108.170.251.129', '74.125.37.167', '8.8.8.8']"
188.143.128.12,3.0,13-04,"['188.143.128.1', '10.74.1.111', '95.215.3.11', '95.215.3.17', '74.125.244.181', '72.14.232.191', '74.125.253.231', '216.239.57.222', '142.250.57.5', '8.8.8.8']"
188.143.128.12,5.0,13-04,"['188.143.128.1', '10.74.1.111', '95.215.3.11', '95.215.3.17', '74.125.244.181', '72.14.232.191', '74.125.253.231', '216.239.57.222', '142.250.57.5', '8.8.8.8']"
188.143.128.12,6.0,13-04,"['188.143.128.1', '10.74.1.111', '95.215.3.11', '95.215.3.17', '74.125.244.181', '72.14.232.191', '216.239.40.35', '209.85.254.20', '142.250.57.5', '8.8.8.8']"
188.143.128.12,8.0,13-04,"['188.143.128.1', '10.74.1.111', '95.215.3.11', '95.215.3.17', '74.125.244.181', '72.14.232.191', '209.85.246.170', '172.253.66.110', '142.250.57.5', '8.8.8.8']"
188.143.128.12,9.0,13-04,"['188.143.128.1', '10.74.1.111', '95.215.3.11', '95.215.3.17', '74.125.244.181', '72.14.232.191', '209.85.246.170', '172.253.66.110', '142.250.57.5', '8.8.8.8']"
188.174.19.100,18.0,14-04,"['10.1.0.1', '212.18.6.36', '212.18.6.121', '209.85.173.233', '108.170.251.193', '72.14.232.51', '8.8.8.8']"
188.174.19.100,20.0,14-04,"['10.1.0.1', '212.18.6.36', '212.18.6.121', '209.85.173.233', '108.170.251.193', '72.14.232.51', '8.8.8.8']"
188.174.19.100,21.0,14-04,"['10.1.0.1', '212.18.6.36', '212.18.6.121', '209.85.173.233', '108.170.251.193', '72.14.232.51', '8.8.8.8']"
188.242.107.108,3.0,14-04,"['192.168.88.1', '188.242.96.1', '93.100.0.25', '185.37.128.118', '194.226.100.138', '74.125.244.133', '72.14.232.191', '74.125.253.231', '108.170.235.204', '172.253.79.115', '8.8.8.8']"
188.242.107.108,5.0,14-04,"['192.168.88.1', '188.242.96.1', '93.100.0.25', '185.37.128.118', '194.226.100.138', '74.125.244.133', '72.14.232.191', '209.85.246.170', '108.170.232.251', '172.253.79.115', '8.8.8.8']"
188.242.107.108,6.0,14-04,"['192.168.88.1', '188.242.96.1', '93.100.0.25', '185.37.128.118', '194.226.100.138', '74.125.244.133', '72.14.232.191', '216.239.40.35', '108.170.235.64', '172.253.79.115', '8.8.8.8']"
188.242.107.108,8.0,14-04,"['192.168.88.1', '188.242.96.1', '93.100.0.25', '185.37.128.118', '194.226.100.138', '74.125.244.133', '72.14.232.191', '209.85.246.170', '108.170.232.251', '172.253.79.115', '8.8.8.8']"
188.242.107.108,9.0,14-04,"['192.168.88.1', '188.242.96.1', '93.100.0.25', '185.37.128.118', '194.226.100.138', '74.125.244.133', '72.14.232.191', '209.85.246.170', '108.170.232.251', '172.253.79.115', '8.8.8.8']"
188.242.107.108,12.0,14-04,"['192.168.88.1', '188.242.96.1', '93.100.0.25', '185.37.128.118', '194.226.100.138', '74.125.244.133', '72.14.232.191', '216.239.40.196', '72.14.235.69', '172.253.79.115', '8.8.8.8']"
188.242.107.108,15.0,14-04,"['192.168.88.1', '188.242.96.1', '93.100.0.25', '185.37.128.118', '194.226.100.138', '74.125.244.133', '72.14.232.191', '216.239.40.35', '108.170.235.64', '172.253.79.115', '8.8.8.8']"
188.32.216.170,15.0,14-04,"['192.168.88.1', '90.154.77.162', '77.37.250.202', '90.154.77.162', '72.14.209.81', '108.170.250.51', '216.239.51.32', '172.253.66.110', '74.125.253.147', '90.154.77.162', '8.8.8.8']"
188.32.216.170,18.0,14-04,"['192.168.88.1', '90.154.77.162', '77.37.250.202', '72.14.209.81', '108.170.250.51', '216.239.50.44', '216.239.57.222', '74.125.253.147', '8.8.8.8']"
188.32.216.170,20.0,14-04,"['192.168.88.1', '77.37.250.202', '72.14.209.81', '108.170.250.51', '216.239.51.32', '172.253.66.110', '74.125.253.147', '90.154.77.162', '8.8.8.8']"
188.32.216.170,21.0,14-04,"['192.168.88.1', '77.37.250.202', '72.14.209.81', '108.170.250.51', '216.239.51.32', '172.253.66.110', '74.125.253.147', '8.8.8.8']"
188.32.216.170,23.0,14-04,"['192.168.88.1', '90.154.77.162', '77.37.250.202', '72.14.209.81', '108.170.250.51', '216.239.50.44', '216.239.57.222', '90.154.77.162', '216.239.57.222', '74.125.253.147', '90.154.77.162', '8.8.8.8']"
188.32.216.170,0.0,15-04,"['192.168.88.1', '90.154.77.162', '77.37.250.202', '72.14.209.81', '108.170.250.51', '216.239.50.44', '216.239.57.222', '74.125.253.147', '90.154.77.162', '8.8.8.8']"
188.32.216.170,2.0,15-04,"['192.168.88.1', '90.154.77.162', '77.37.250.202', '72.14.209.81', '108.170.250.51', '216.239.50.44', '216.239.57.222', '74.125.253.147', '90.154.77.162', '8.8.8.8']"
188.32.216.170,3.0,15-04,"['192.168.88.1', '77.37.250.202', '72.14.209.81', '108.170.250.51', '216.239.50.44', '216.239.57.222', '74.125.253.147', '8.8.8.8']"
188.32.235.65,3.0,15-04,"['192.168.0.1', '90.154.77.226', '77.37.250.210', '72.14.209.81', '108.170.250.34', '216.239.50.46', '172.253.65.82', '72.14.235.193', '8.8.8.8']"
188.32.235.65,6.0,15-04,"['192.168.0.1', '188.32.235.65']"
188.32.235.65,8.0,15-04,"['192.168.0.1', '90.154.77.226', '77.37.250.210', '72.14.209.81', '108.170.250.34', '172.253.66.116', '172.253.66.108', '172.253.51.223', '90.154.77.226', '172.253.51.223', '90.154.77.226', '8.8.8.8']"
188.32.235.65,9.0,15-04,"['192.168.0.1', '90.154.77.226', '77.37.250.210', '72.14.209.81', '108.170.250.34', '172.253.66.116', '172.253.66.108', '172.253.51.223', '90.154.77.226', '8.8.8.8']"
188.64.144.36,15.0,13-04,"['192.168.222.2', '188.64.145.227', '193.28.6.50', '74.125.244.133', '72.14.232.191', '74.125.253.231', '216.239.43.20', '216.239.63.129', '8.8.8.8']"
188.64.144.36,17.0,13-04,"['192.168.222.2', '188.64.145.227', '193.28.6.50', '74.125.244.133', '72.14.232.191', '216.239.40.196', '172.253.65.159', '108.170.233.163', '8.8.8.8']"
188.64.144.36,18.0,13-04,"['192.168.222.2', '188.64.145.227', '193.28.6.50', '74.125.244.133', '72.14.232.191', '216.239.40.196', '172.253.65.159', '108.170.233.163', '8.8.8.8']"
188.64.144.36,20.0,13-04,"['192.168.222.2', '188.64.145.227', '193.28.6.50', '74.125.244.133', '72.14.232.191', '209.85.246.170', '74.125.253.109', '216.239.63.25', '8.8.8.8']"
188.64.144.36,21.0,13-04,"['192.168.222.2', '188.64.145.227', '193.28.6.50', '74.125.244.133', '72.14.232.191', '209.85.246.170', '74.125.253.109', '216.239.63.25', '8.8.8.8']"
188.64.144.36,0.0,14-04,"['192.168.222.2', '188.64.145.227', '193.28.6.50', '74.125.244.133', '72.14.232.191', '216.239.40.35', '72.14.238.168', '72.14.236.73', '8.8.8.8']"
188.64.144.36,3.0,14-04,"['192.168.222.2', '188.64.145.227', '193.28.6.50', '74.125.244.133', '72.14.232.191', '216.239.40.196', '172.253.65.159', '108.170.233.163', '8.8.8.8']"
190.15.201.37,3.0,15-04,"['192.168.54.1', '172.29.24.1', '172.19.50.9', '172.19.50.29', '200.14.38.201', '200.115.95.158', '74.125.242.209', '216.239.59.227', '8.8.8.8']"
190.15.201.37,6.0,15-04,"['192.168.54.1', '172.29.24.1', '172.19.50.9', '172.19.50.29', '200.115.95.158', '74.125.242.209', '216.239.59.227', '8.8.8.8']"
190.15.201.37,9.0,15-04,"['192.168.54.1', '172.29.24.1', '172.19.50.9', '172.19.50.29', '200.14.38.201', '200.115.95.158', '74.125.242.209', '216.239.59.227', '8.8.8.8']"
190.15.201.37,12.0,15-04,"['192.168.54.1', '172.29.24.1', '172.19.50.9', '172.19.50.29', '200.14.38.201', '200.115.95.158', '74.125.242.209', '216.239.59.227', '8.8.8.8']"
190.15.201.37,15.0,15-04,"['192.168.54.1', '172.29.24.1', '172.19.50.29', '200.115.95.158', '74.125.242.209', '216.239.59.227', '8.8.8.8']"
192.69.22.3,3.0,13-04,"['192.168.100.1', '192.69.22.1', '192.69.22.30', '192.69.22.1', '192.69.22.30', '206.51.46.3', '108.170.254.65', '72.14.238.181', '8.8.8.8']"
192.69.22.3,5.0,13-04,"['192.168.100.1', '192.69.22.1', '192.69.22.30', '206.51.46.3', '108.170.254.65', '72.14.238.181', '8.8.8.8']"
192.69.22.3,6.0,13-04,"['192.168.100.1', '192.69.22.1', '192.69.22.30', '206.51.46.3', '108.170.254.65', '72.14.238.181', '8.8.8.8']"
193.106.148.30,6.0,13-04,"['193.106.148.1', '37.29.16.121', '10.222.33.121', '10.222.77.66', '83.169.204.113', '37.29.3.250', '108.170.250.146', '209.85.249.158', '216.239.54.46', '8.8.8.8']"
193.106.148.30,8.0,13-04,"['193.106.148.1', '37.29.16.121', '10.222.33.121', '10.222.77.66', '83.169.204.113', '37.29.3.250', '108.170.250.146', '216.239.50.2', '209.85.254.174', '8.8.8.8']"
193.106.148.30,9.0,13-04,"['193.106.148.1', '37.29.16.121', '10.222.33.121', '10.222.77.66', '83.169.204.113', '37.29.3.250', '108.170.250.146', '216.239.50.2', '209.85.254.174', '8.8.8.8']"
193.176.80.254,12.0,13-04,"['192.168.88.1', '193.176.80.249', '195.208.208.250', '108.170.250.83', '209.85.249.158', '216.239.43.20', '216.239.63.129', '8.8.8.8']"
193.176.80.254,14.0,13-04,"['192.168.88.1', '193.176.80.249', '195.208.208.250', '108.170.250.83', '209.85.249.158', '216.239.43.20', '216.239.63.129', '8.8.8.8']"
193.176.80.254,15.0,13-04,"['192.168.88.1', '193.176.80.249', '195.208.208.250', '108.170.250.83', '209.85.249.158', '216.239.43.20', '216.239.63.129', '8.8.8.8']"
193.193.237.156,3.0,13-04,"['192.168.205.1', '10.30.252.1', '37.208.44.113', '91.185.5.142', '91.185.1.170', '108.170.250.113', '216.239.51.32', '216.239.48.224', '172.253.70.47', '8.8.8.8']"
193.193.237.156,5.0,13-04,"['192.168.205.1', '10.30.252.1', '37.208.44.113', '91.185.5.142', '91.185.1.170', '108.170.250.113', '216.239.51.32', '216.239.48.224', '172.253.70.47', '8.8.8.8']"
193.193.237.156,6.0,13-04,"['192.168.205.1', '10.30.252.1', '37.208.44.113', '91.185.5.142', '91.185.1.170', '108.170.250.113', '216.239.50.44', '74.125.253.94', '216.239.46.139', '8.8.8.8']"
193.200.80.82,6.0,14-04,"['192.168.4.1', '194.116.175.173', '195.66.224.125', '74.125.242.65', '172.253.68.23', '8.8.8.8']"
193.200.80.82,8.0,14-04,"['192.168.4.1', '194.116.175.173', '195.66.224.125', '74.125.242.65', '172.253.68.23', '8.8.8.8']"
193.200.80.82,9.0,14-04,"['192.168.4.1', '194.116.175.173', '195.66.224.125', '74.125.242.65', '172.253.68.23', '8.8.8.8']"
193.222.251.158,3.0,14-04,"['89.184.0.148', '195.248.71.253', '185.238.208.117', '87.245.231.204', '87.245.234.56', '72.14.222.22', '108.170.250.51', '216.239.51.32', '216.239.48.224', '108.170.233.161', '8.8.8.8']"
193.222.251.158,5.0,14-04,"['89.184.0.148', '195.248.71.253', '185.238.208.117', '87.245.231.204', '87.245.234.56', '72.14.222.22', '108.170.250.51', '216.239.50.44', '74.125.253.94', '216.239.62.9', '8.8.8.8']"
193.222.251.158,6.0,14-04,"['89.184.0.148', '195.248.71.253', '185.238.208.117', '87.245.231.204', '87.245.234.56', '72.14.222.22', '108.170.250.51', '216.239.50.44', '74.125.253.94', '216.239.62.9', '8.8.8.8']"
193.226.5.157,9.0,15-04,"['193.226.17.169', '217.73.171.37', '37.128.233.149', '37.128.239.109', '37.128.239.14', '217.156.113.94', '108.170.251.193', '72.14.232.51', '8.8.8.8']"
193.226.5.157,12.0,15-04,"['193.226.17.169', '217.73.171.37', '37.128.233.149', '37.128.239.109', '37.128.239.14', '217.156.113.94', '108.170.251.193', '72.14.232.51', '8.8.8.8']"
193.226.5.157,15.0,15-04,"['193.226.17.169', '217.73.171.37', '37.128.233.149', '37.128.239.109', '37.128.239.14', '86.104.125.129', '108.170.251.129', '66.249.95.29', '8.8.8.8']"
194.158.67.3,15.0,14-04,"['192.168.252.254', '172.16.2.161', '10.10.5.6', '172.16.3.1', '5.53.1.44', '176.52.248.191', '213.140.39.178', '108.170.253.225', '108.170.234.221', '8.8.8.8']"
194.158.67.3,18.0,14-04,"['192.168.252.254', '172.16.2.161', '10.10.5.6', '172.16.3.1', '5.53.1.44', '176.52.248.191', '176.52.248.172', '213.140.39.178', '108.170.253.225', '108.170.234.221', '8.8.8.8']"
194.93.76.130,3.0,15-04,"['194.93.76.129', '80.81.192.108', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
194.93.76.130,6.0,15-04,"['80.81.192.108', '108.170.251.193', '108.170.235.245', '8.8.8.8']"
195.135.215.2,18.0,14-04,"['192.168.89.1', '10.10.16.1', '188.254.10.105', '188.254.2.2', '92.50.229.138', '74.125.244.180', '216.239.51.249', '72.14.233.227', '72.14.235.69', '172.253.79.169', '8.8.8.8']"
195.135.215.2,20.0,14-04,"['192.168.89.1', '10.10.16.1', '188.254.10.105', '188.254.2.2', '92.50.229.138', '74.125.244.180', '216.239.51.249', '72.14.233.227', '72.14.235.69', '172.253.79.169', '8.8.8.8']"
195.135.215.2,21.0,14-04,"['192.168.89.1', '10.10.16.1', '188.254.10.105', '188.254.2.2', '92.50.229.138', '74.125.244.180', '216.239.51.249', '72.14.233.201', '108.170.235.64', '172.253.79.169', '8.8.8.8']"
